user_id,id,is_active,payment_status,age,gender,native_language,learning_language,reason,level,tz_region,time_zone,completed_tutorial,main_lesson_id,has_phone,attribution,is_creator,tutor,tutor_accent,previous_experience,messaging_platform,initial_freemodal_seen,had_any_lesson,first_7d_avg_rating,first_7d_pct_ended_early
db10c375-cdce-4af6-954a-bc7d5508d796,1592,0,,60,Male,ar,english,"Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Relocation,Other,Career opportunities,Teaching others",A1 - Beginner,Asia,Asia/Riyadh,0,3,0,,0,Alex,,,,,0,,
805c3095-d7cb-40ab-96e9-7bbe9a3563c9,1636,0,,19,Male,ar,english,Career opportunities,A1 - Beginner,Africa,Africa/Kampala,0,3,0,,0,Alex,,,,,0,,
656765eb-2600-44b8-8715-d89e2e003d97,1669,0,,44,Male,de,english,"Traveling,Living abroad,Career opportunities,Business communication,Improving job prospects,Personal growth",A2 - Early Intermediate,Europe,Europe/Berlin,1,59,0,,0,Alex,,,,,0,,
d289b3e2-e420-4408-bbc0-30410e3d1a99,1713,0,,22,Female,en,english,"Career opportunities,Traveling,School,Living abroad,Business communication,Building international relationships,Improving job prospects,Watching English media,Personal growth",A1 - Beginner,Africa,Africa/Abidjan,1,3,0,,0,Alex,,,,,1,0,0
9d098e29-747f-4939-adfc-de3b0a923a76,1724,0,,44,Female,ar,english,Other,A1 - Beginner,Africa,Africa/Kampala,1,3,0,,0,Alex,,,,,1,0,0
4c57ff9c-2d24-4ad9-97ca-072ce6b38cb7,1733,0,,40,Male,ar,english,"Living abroad,Traveling,For fun,Watching English media,Communicating with family or friends",A1 - Beginner,Asia,Asia/Bahrain,1,8,0,,0,Alex,,,,,1,0,0
370df360-87f6-47a2-844b-bf7693d20bd5,1745,0,,22,Male,en,english,"Career opportunities,Traveling,School,Business communication,Improving job prospects,Watching English media,Networking,Online learning,Understanding global news,Teaching others",A1 - Beginner,Africa,Africa/Abidjan,0,8,0,,0,Alex,,,,,1,0,0
bfe3ed63-623b-40e4-afdd-17cfea8b1e95,1751,0,,44,Male,ar,english,Improving job prospects,A2 - Early Intermediate,Asia,Asia/Riyadh,0,59,0,,0,Alex,,,,,0,,
0853fc6e-6c9a-4113-8e65-e718d7cb4267,1769,0,,46,Male,ar,english,Career opportunities,A1 - Beginner,Africa,Africa/Cairo,1,3,0,,0,Alex,,,,1,1,0,0
a109e52e-e4fd-47db-80ca-d8e22aa5790e,1773,0,,19,Male,fr,english,"Career opportunities,Traveling,Living abroad,School,Business communication,Communicating with family or friends,Online learning,Understanding global news,Relocation,Teaching others,Networking,Personal growth,Building international relationships",A2 - Early Intermediate,Africa,Africa/Abidjan,1,59,0,,0,Alex,,,,,0,,
7c374ba2-f1c8-4696-a690-3f789ddf9d32,1775,0,,18,Prefer not to say,en,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation",A1 - Beginner,Africa,Africa/Cairo,1,3,0,,0,Alex,,,,,1,0,0
9225f391-f1d4-4375-86f9-87c7e58b57a4,1806,0,,33,Male,ar,english,Career opportunities,A1 - Beginner,Asia,Asia/Riyadh,1,3,0,,0,Alex,,,,,0,,
40cba519-0fb4-4c8e-8ce0-7ea2aa9f5d5f,1819,0,,28,Male,ar,english,"School,Living abroad,Traveling,Career opportunities,For fun,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation",A1 - Beginner,Europe,Europe/London,0,3,0,,0,Alex,,,,,1,0,0
cafb4136-fdc7-4a2f-9c8c-a801ebc5c08d,1845,0,,40,Prefer not to say,ar,english,Career opportunities,A2 - Early Intermediate,Africa,Africa/Algiers,1,59,0,,0,Alex,,,,,0,,
32b7a708-3561-478c-832f-fc2d24411222,1900,0,,42,Male,en,english,School,B1 - Intermediate,Australia,Australia/Brisbane,1,2,0,,0,Alex,,,,,0,,
af969bd7-3dc8-4cb5-827f-062884ced0cd,1927,0,,35,Male,en,english,"Exams,Traveling,Teaching others,School",B1 - Intermediate,Africa,Africa/Cairo,1,4,0,,0,Alex,,,,,1,0,0
55b41966-09df-4f2d-96c3-7f5be9af0480,1948,0,,21,Male,ar,english,"School,Living abroad,Traveling,Career opportunities,Improving job prospects,Personal growth",A2 - Early Intermediate,Africa,Africa/Cairo,0,59,0,,0,Alex,,,,,1,0,0
96dabdbd-28ad-45f4-8f33-7d26ba7010d5,1969,0,,34,Female,ar,english,Other,A2 - Early Intermediate,Africa,Africa/Khartoum,1,59,0,,0,Alex,,,,1,0,,
ce6b9fa6-dc94-4f62-9fec-1c77223d5ecb,1990,0,,24,Female,en,english,Business communication,A1 - Beginner,Asia,Asia/Baghdad,0,3,0,,0,Alex,,,,,1,0,0
8880ed10-788e-4fee-aa62-954eeefa9648,2006,0,,37,Male,ar,english,"Career opportunities,Traveling,Living abroad",A1 - Beginner,Africa,Africa/Cairo,1,3,1,,0,Alex,,,,,1,0,0
7d45c221-2a10-4cf6-97e2-906b7fea861f,2009,0,,39,Male,ar,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation",A2 - Early Intermediate,Asia,Asia/Riyadh,1,59,0,,0,Alex,,,,,0,,
52a216ee-507a-4966-b147-793910e04208,2018,0,,24,Male,en,english,"Traveling,Living abroad,School,Career opportunities,For fun,Cultural interest",B1 - Intermediate,Africa,Africa/Khartoum,0,2,0,,0,Alex,,,,,1,0,0
a0414295-b673-4390-bdb4-821531002eb2,2042,0,,36,Female,en,english,School,A1 - Beginner,Africa,Africa/Algiers,1,38,0,,0,Alex,,,,,1,0,0
89ab2009-2349-47e3-90bb-ee2a6e48829c,2114,0,,24,Male,ar,english,"Living abroad,Traveling,Career opportunities,School,For fun,Academic research",A2 - Early Intermediate,Africa,Africa/Tripoli,0,59,0,,0,Alex,,,,,1,0,0
1dc08d10-5366-42a2-b429-b3eab074e360,2162,0,,27,Male,ar,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation,Other",A1 - Beginner,Africa,Africa/Khartoum,0,3,0,,0,Alex,,,,,1,0,0
bc85336f-a3dc-49a3-afba-2c9836aa598d,2180,0,,25,Male,ar,english,Personal growth,A1 - Beginner,Asia,Asia/Damascus,0,3,0,,0,Alex,,,,,0,,
964e2e74-ebbe-4f07-975b-5b8968ca7bd2,2182,0,,27,Male,ar,english,Other,A1 - Beginner,Africa,Africa/Nouakchott,0,3,0,,0,Alex,,,,,0,,
00dc9d54-23e0-4df5-b3ea-c9c21bdacfea,2218,0,,48,Male,ar,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Improving job prospects,Communicating with family or friends,Networking",B1 - Intermediate,Asia,Asia/Damascus,0,2,0,,0,Alex,,,,,1,0,0
f6d32f31-c4ce-47e1-9705-3c12300cdea7,2219,0,,48,Male,ar,english,"Career opportunities,Traveling",A1 - Beginner,Africa,Africa/Algiers,0,3,0,,0,Alex,,,,,1,0,0
70db2be6-7b42-4661-b5c3-4004d966ea72,2240,0,,25,Male,ar,english,Building international relationships,A2 - Early Intermediate,Africa,Africa/Tunis,0,59,0,,0,Alex,,,,,1,0,0
a4318220-9bb3-433a-82d2-2003faad3818,2255,0,,28,Male,ar,english,"Living abroad,For fun,Traveling,Career opportunities,Cultural interest,Building international relationships,Watching English media,Personal growth,Communicating with family or friends,Networking,Social media interaction,Understanding global news,Teaching others,Relocation",A1 - Beginner,Africa,Africa/Cairo,0,3,0,,0,Alex,,,,,1,0,0
9a4077cb-1365-431e-80a0-80321685f923,2266,0,,41,Male,ar,english,"Career opportunities,Business communication,For fun,Cultural interest,Living abroad",A1 - Beginner,Asia,Asia/Qatar,1,3,0,,0,Alex,,,,,1,0,0
aac54359-46d7-4a88-b786-8d60998fadc3,2269,0,,23,Male,ar,english,Personal growth,A1 - Beginner,Asia,Asia/Dubai,0,3,0,,0,Alex,,,,,1,0,0
4e14c119-e4fd-414b-9f23-a5d296969511,2285,0,,25,Male,ar,english,Personal growth,A2 - Early Intermediate,Africa,Africa/Khartoum,0,59,0,,0,Alex,,,,,0,,
1a0a6a62-7c20-48c9-812d-418ae966792d,2313,0,,37,Male,ar,english,Academic research,A1 - Beginner,Africa,Africa/Khartoum,1,3,0,,0,Alex,,,,,1,2.5,0.5
c3e60c51-6d38-4ca4-b76b-5fa83a43fabc,2393,0,,38,Male,en,english,"Career opportunities,Traveling,Living abroad,For fun,Cultural interest,Business communication,Building international relationships,Watching English media,Networking,Online learning,Social media interaction,Other",A1 - Beginner,Europe,Europe/London,1,3,0,,0,Alex,,,,,1,0,0
ff0eaa1d-4cd0-4d55-a85f-21bf470d9d38,2396,0,CANCELED,26,Prefer not to say,ko,english,Not specified,beginner,America,America/Los_Angeles,1,124,0,referral,0,Adam,neutral,"frequency:never,context:none,history:longAgo,goal:travel",sms,,0,,
6a0a0690-e8cd-4e5c-b56b-e8f983c88643,2415,0,,27,Male,en,english,Communicating with family or friends,B1 - Intermediate,Africa,Africa/Cairo,0,2,0,,0,Alex,,,,,1,0,0
197e5d0f-c17f-41c3-8a5e-bc9521e576fc,2426,0,,44,Female,ar,english,"School,For fun,Cultural interest,Academic research",A2 - Early Intermediate,Asia,Asia/Baghdad,0,59,0,,0,Alex,,,,,0,,
0a4d3187-0b87-4796-b76a-1c1905d0b370,2435,0,,26,Female,en,english,School,A1 - Beginner,America,America/Edmonton,0,3,0,,0,Alex,,,,,0,,
f92a2221-e38c-42b7-9fc5-6a1623154f07,2474,0,,40,Female,ar,english,School,A1 - Beginner,Africa,Africa/Cairo,1,3,0,,0,Alex,,,,,1,0,0
c9c72d55-4d13-4885-9e4c-3795dcd787e6,2515,0,,40,Male,ar,english,"Academic research,Career opportunities,Living abroad,Personal growth,Improving job prospects",A2 - Early Intermediate,Africa,Africa/Khartoum,0,59,0,,0,Alex,,,,,0,,
8e832ad8-9d99-4e45-af80-4341226f27a2,2532,0,,47,Male,ar,english,Career opportunities,A2 - Early Intermediate,Asia,Asia/Baghdad,1,59,0,,0,Alex,,,,,1,0,0
c66138fb-ba57-49e3-a9de-5380b330bcb5,2545,0,,19,Male,ar,english,School,A1 - Beginner,Asia,Asia/Aden,1,3,0,,0,Alex,,,,,1,0,0
8c3dcada-8d61-4bfa-8af4-e28fa7f994b9,2549,0,,21,Male,en,english,"Traveling,Career opportunities,Living abroad",B1 - Intermediate,Africa,Africa/Cairo,0,2,0,,0,Alex,,,,,1,0,0
43879a5e-0067-4e3f-b748-a8454f2c175f,2583,0,,60,Other,fr,english,"Traveling,Living abroad,For fun,Career opportunities",B1 - Intermediate,Europe,Europe/Paris,1,2,1,,0,Alex,,,,1,1,0,0
3ebfd827-d99c-4565-b071-27224987aca6,2584,0,,27,Male,ar,english,Not specified,advanced,America,America/Los_Angeles,0,124,1,tiktok,0,Alex,neutral,"frequency:daily,context:work,history:longAgo,goal:career",whatsapp,,1,0,0
89852a87-265d-4256-9bcf-0d2f3943de0f,2612,0,,38,Female,ar,english,"Relocation,Teaching others,Understanding global news,Social media interaction,Online learning,Networking,Communicating with family or friends,Personal growth,Exams,Watching English media,Improving job prospects,Building international relationships,Academic research,Business communication,Cultural interest,For fun,School,Living abroad,Traveling,Career opportunities",A2 - Early Intermediate,America,America/New_York,1,59,0,,0,Alex,,,,,1,0,0
2cd4e7eb-b192-4ded-8725-a71528223aff,2648,0,,23,Male,fr,english,Career opportunities,A1 - Beginner,Africa,Africa/Abidjan,0,3,0,,0,Alex,,,,,1,0,0
75b863b4-ce70-467c-83ac-c84f15e43ac3,2700,0,,40,Male,ar,english,Traveling,A1 - Beginner,Africa,Africa/Cairo,1,3,0,,0,Alex,,,,,1,0,0
57ee9b3e-109b-4d06-9fe0-befdc8c7d3df,2716,0,,40,Male,ar,english,"Career opportunities,Traveling,Living abroad,For fun,Business communication,Cultural interest,Building international relationships,Improving job prospects,Watching English media,Communicating with family or friends,Personal growth,Networking,Online learning,Social media interaction",B2 - Experienced,Asia,Asia/Riyadh,1,6,0,,0,Alex,,,,,0,,
68b9e3cb-d7ce-4004-b978-26a85a61b78f,2740,0,,25,Male,fr,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news",A2 - Early Intermediate,America,America/Toronto,0,59,0,,0,Alex,,,,,0,,
75182c19-6bde-46b9-be7a-6f0734468b3d,2770,0,,21,Other,ar,english,Traveling,A1 - Beginner,Africa,Africa/Cairo,0,3,0,,0,Alex,,,,,0,,
ba9b2d47-76f9-4528-aba7-403c465bf876,2791,0,,27,Male,ar,english,"Career opportunities,Living abroad,Cultural interest,Building international relationships,Improving job prospects,Watching English media,Communicating with family or friends,Networking,Social media interaction,Understanding global news,Relocation",B1 - Intermediate,Asia,Asia/Qatar,1,2,0,,0,Alex,,,,,1,0,0
091c7c19-ef1a-4e24-b3b4-d5c7405dd8ab,2796,0,,18,Female,ar,english,School,A1 - Beginner,Africa,Africa/Cairo,1,3,0,,0,Alex,,,,,1,0,0
f8e156b0-667b-40bb-aba0-613edf4dc281,2819,0,,37,Male,en,english,Career opportunities,A1 - Beginner,Asia,Asia/Damascus,0,3,0,,0,Alex,,,,,1,0,0
5e5dc6e5-5e45-40a5-99d3-b50fb68446a3,2821,0,,40,Female,en,english,Communicating with family or friends,A1 - Beginner,Africa,Africa/Khartoum,1,3,0,,0,Alex,,,,,0,,
40aba3d4-f422-4cf6-81ec-2ae6764324d2,2835,0,,25,Male,en,english,"Career opportunities,Traveling,School,Living abroad,For fun,Business communication,Teaching others,Social media interaction,Exams",B1 - Intermediate,Africa,Africa/Abidjan,1,2,0,,0,Alex,,,,,1,0,0
ffb08fca-02bf-402b-9682-42ab9063151e,2837,0,,33,Male,fr,english,"Career opportunities,Traveling,Business communication,Building international relationships,Improving job prospects,Watching English media,Communicating with family or friends,Online learning,Understanding global news",A2 - Early Intermediate,Africa,Africa/Libreville,1,59,0,,0,Alex,,,,,0,,
849b5ebf-3d91-46cc-b2ef-01ff78c6b285,2857,0,,28,Female,ar,english,"School,Cultural interest,Living abroad,For fun,Career opportunities,Traveling",A1 - Beginner,Africa,Africa/Tripoli,1,3,0,,0,Alex,,,,,1,0,0
c965e638-c23f-483f-ab9a-8751a4273662,2872,0,,42,Prefer not to say,ar,english,Career opportunities,A1 - Beginner,Asia,Asia/Riyadh,1,3,0,,0,Alex,,,,,1,0,0
79eebf2c-3efe-4587-8ba4-c1a4c8d65a04,2880,0,,39,Male,ar,english,Cultural interest,A1 - Beginner,Asia,Asia/Hebron,0,3,0,,0,Alex,,,,,0,,
e2321c06-38c3-416d-8c32-1fdc0ae34547,2896,0,,24,Male,en,english,School,A2 - Early Intermediate,Africa,Africa/Bamako,1,59,0,,0,Alex,,,,,1,0,0
b029caf0-b716-415a-bc78-9c2418075b32,2936,0,,25,Male,fr,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Personal growth,Communicating with family or friends,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation,Exams,Other",A2 - Early Intermediate,Africa,Africa/Brazzaville,1,59,0,,0,Alex,,,,,1,0.6,0
8b9296b8-8c5b-4af8-918a-cfcf66cc3d4f,2942,0,,33,Female,ar,english,School,A1 - Beginner,Africa,Africa/Khartoum,1,3,0,,0,Alex,,,,,1,0,0
a87539b2-32da-4538-81c1-0c3416c24dc7,2967,0,,54,Male,ar,english,Career opportunities,A2 - Early Intermediate,Africa,Africa/Mogadishu,0,59,0,,0,Alex,,,,,0,,
25d3ad98-5ced-42fb-9bd0-2a59e47915da,2976,0,,29,Male,en,english,"Career opportunities,Traveling,School,Exams,Personal growth,Teaching others",B1 - Intermediate,Africa,Africa/Abidjan,1,2,0,,0,Alex,,,,,1,3,0
46a07b6d-7850-4b08-ab31-6d3ec7a2caa2,2978,0,,23,Male,ar,english,"Career opportunities,Traveling,Living abroad,School,For fun,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Personal growth,Communicating with family or friends,Networking,Online learning,Social media interaction,Understanding global news,Teaching others,Relocation,Other",A1 - Beginner,Africa,Africa/Tunis,1,3,0,,0,Alex,,,,,1,0,0
7dc4c97a-d3ae-4368-9694-2d9fa9bce9df,2981,0,,49,Male,en,english,"Traveling,Career opportunities,Cultural interest,Business communication,Academic research,Building international relationships,Improving job prospects,Watching English media,Exams,Communicating with family or friends,Online learning",B1 - Intermediate,Africa,Africa/Khartoum,0,2,0,,0,Alex,,,,,0,,
d96cb15d-c11a-419d-9c81-6e2191037f70,2997,0,,21,Male,fr,english,Building international relationships,A1 - Beginner,Africa,Africa/Conakry,1,3,1,,0,Alex,,,,,1,0,0
61e25f68-75e9-41ee-9695-b6f0795d20c0,2999,0,,43,Male,ar,english,Online learning,A2 - Early Intermediate,Africa,Africa/Khartoum,0,59,0,,0,Alex,,,,,0,,
c9fcc94f-18c8-4608-aca0-48d7ec443af8,3002,0,,36,Male,ar,english,"Career opportunities,Living abroad,Traveling",A1 - Beginner,Asia,Asia/Amman,1,3,0,,0,Alex,,,,,1,0,0
08b005a8-8c37-443f-a613-f5e50a251982,3004,0,,38,Male,ar,english,For fun,A1 - Beginner,Africa,Africa/Khartoum,1,3,0,,0,Alex,,,,,0,,
5be63bdf-9a5c-4fc3-9187-31ea4c7aff74,3034,0,,50,Male,ar,english,"School,Academic research",A1 - Beginner,Asia,Asia/Baghdad,1,3,0,,0,Alex,,,,,0,,
91cd2d8e-a155-4b82-ab51-62de2cf9bacd,3043,0,,37,Male,ar,english,"Traveling,Living abroad,Career opportunities",A1 - Beginner,Asia,Asia/Damascus,1,3,1,,0,Alex,,,,,1,0,0
56b33336-20c1-459c-843f-aef2f3752ff9,3057,0,,28,Prefer not to say,en,english,Career opportunities,A1 - Beginner,Africa,Africa/Bamako,0,3,0,,0,Alex,,,,,0,,
